smiles,martini_bead,dg_wo_aa,dg_wo_cg,apka,bpka,acidity,log_perm_coeff,n_atoms
NCC1CC1,SNd,-0.796,-0.595,NOT,10.22,B,-3.776,5
OCC1CC1,SNda,-0.906,-0.595,17.10,-1.88,B,-0.895,5
FCC1CC1,SC5,-2.292,-1.656,NOT,NOT,N,0.269,5
CNC1CC1,SNd,-0.192,-0.595,NOT,10.18,B,-3.737,5
COC1CC1,SNa,-0.727,-0.595,NOT,-4.12,N,-1.005,5
CCC1CN1,SNd,-0.343,-0.595,NOT,8.00,B,-1.562,5
NCC1CN1,SP2,1.99,0.92,NOT,9.36,B,-3.969,5
OCC1CN1,SP2,1.867,0.92,15.08,7.13,B,-2.011,5
FCC1CN1,SP1,0.878,0.54,NOT,6.15,B,-1.573,5
CCC1CO1,SNa,-1.153,-0.595,NOT,-4.18,N,-1.005,5
NCC1CO1,SP2,1.441,0.92,NOT,9.41,B,-4.019,5
OCC1CO1,SP2,1.277,0.92,14.60,-2.97,A,-2.012,5
FCC1CO1,SNa,-0.014,-0.595,NOT,-4.20,N,-1.005,5
CCN1CC1,SNd,-0.467,-0.595,NOT,6.95,B,-0.969,5
C=CC1CC1,SC4,-3.061,-2.424,NOT,NOT,N,0.183,5
O=CC1CC1,SNa,-0.261,-0.595,18.12,-7.02,N,-1.005,5
N#CC1CC1,SN0,-1.263,-1.009,NOT,NOT,N,-0.191,5
C=CC1CN1,SP1,0.645,0.54,NOT,7.05,B,-1.570,5
O=CC1CN1,SP2,1.977,0.92,19.04,5.60,B,-2.012,5
N#CC1CN1,SP2,1.606,0.92,NOT,2.61,B,-2.012,5
C=CC1CO1,SNa,-0.316,-0.595,NOT,-4.21,N,-1.005,5
O=CC1CO1,SP2,1.235,0.92,17.85,-4.23,N,-2.012,5
N#CC1CO1,SP1,0.686,0.54,NOT,-4.29,N,-1.574,5
N=CN1CC1,SP2,1.496,0.92,NOT,11.11,B,-5.702,5
O=CN1CC1,SP2,1.812,0.92,NOT,-1.56,B,-2.012,5
C=NN1CC1,SP2,1.277,0.92,NOT,4.74,B,-2.012,5
C#CC1CC1,SC5,-2.045,-1.656,NOT,NOT,N,0.269,5
C#CC1CN1,SP3,2.402,2.106,NOT,6.15,B,-2.865,5
C#CC1CO1,SNa,-0.014,-0.595,NOT,-4.27,N,-1.005,5
CCC(C)(C)C,C1,-5.134,-3.394,NOT,NOT,N,0.071,6
CC(C)(C)CN,N0,-1.331,-1.009,NOT,9.93,B,-2.495,6
CC(C)(C)CO,C5,-1.579,-1.656,17.85,-1.55,B,0.269,6
CC(C)(C)CF,C3,-3.088,-2.93,NOT,NOT,N,0.023,6
CCC(C)(C)N,C5,-1.537,-1.656,NOT,10.67,B,-2.140,6
CC(C)(N)CN,P2,1.139,0.92,NOT,10.00,B,-4.607,6
CC(C)(N)CO,P1,0.618,0.54,14.80,10.04,B,-4.203,6
CC(C)(N)CF,Nda,-0.398,-0.595,NOT,9.36,B,-2.838,6
CCC(C)(C)O,C5,-1.633,-1.656,18.54,-1.25,B,0.269,6
CC(C)(O)CN,P1,0.7,0.54,15.04,9.66,B,-3.825,6
CC(C)(O)CO,P2,0.906,0.92,14.19,-2.96,A,-2.012,6
CC(C)(O)CF,Nda,-0.508,-0.595,14.31,-3.10,A,-0.895,6
CCC(C)(C)F,C2,-3.253,-3.284,NOT,NOT,N,-0.009,6
CC(C)(F)CN,Nda,-0.288,-0.595,NOT,8.99,B,-2.469,6
CC(C)(F)CO,Nda,-0.343,-0.595,14.06,-3.21,A,-0.895,6
CC(C)(F)CF,C4,-2.059,-2.424,NOT,NOT,N,0.183,6
CCC(C)(F)F,C4,-2.484,-2.424,NOT,NOT,N,0.183,6
CC(F)(F)CN,P1,0.178,0.54,NOT,7.62,B,-1.789,6
CC(F)(F)CO,Nda,-0.247,-0.595,12.86,-3.73,A,-0.895,6
CCC(F)(F)F,C4,-2.471,-2.424,NOT,NOT,N,0.183,6
NCC(F)(F)F,Nd,-0.206,-0.595,NOT,5.25,B,-0.974,6
OCC(F)(F)F,Nda,-0.837,-0.595,11.49,-4.33,A,-0.895,6
CNC(C)(C)C,C5,-1.414,-1.656,NOT,10.66,B,-2.130,6
COC(C)(C)C,C4,-2.1,-2.424,NOT,-4.14,N,0.183,6
CC(C)(C)C=C,C1,-4.365,-3.394,NOT,NOT,N,0.071,6
CC(C)(C)C=O,C5,-1.661,-1.656,NOT,-7.08,N,0.269,6
CC(C)(C)C#N,C5,-1.579,-1.656,NOT,NOT,N,0.269,6
CC(C)(N)C=C,C5,-1.428,-1.656,NOT,10.11,B,-1.591,6
CC(C)(O)C=C,C5,-1.647,-1.656,17.84,-1.56,B,0.269,6
CC(C)(O)C=O,P1,0.439,0.54,13.78,-3.33,A,-1.574,6
CC(C)(O)C#N,P1,0.412,0.54,12.76,-3.78,A,-1.574,6
CC(C)(F)C=C,C3,-2.992,-2.93,NOT,NOT,N,0.023,6
CC(C)(F)C=O,Na,-0.796,-0.595,NOT,-7.75,N,-1.005,6
CC(C)(F)C#N,Na,-1.208,-0.595,NOT,NOT,N,-1.005,6
CC(F)(F)C=C,C5,-1.963,-1.656,NOT,NOT,N,0.269,6
CC(F)(F)C=O,Na,-0.686,-0.595,NOT,-8.42,N,-1.005,6
CC(F)(F)C#N,N0,-1.331,-1.009,NOT,NOT,N,-0.191,6
FC(F)(F)C=C,C4,-2.306,-2.424,NOT,NOT,N,0.183,6
FC(F)(F)C=O,C5,-1.4,-1.656,NOT,-9.16,N,0.269,6
FC(F)(F)C#N,C4,-2.114,-2.424,NOT,NOT,N,0.183,6
CC(C)(C)C#C,C1,-3.363,-3.394,NOT,NOT,N,0.071,6
CC(C)(N)C#C,Nd,-0.769,-0.595,NOT,9.44,B,-2.999,6
CC(C)(O)C#C,Nda,-0.151,-0.595,15.32,-2.66,A,-0.895,6
CC(C)(F)C#C,C4,-2.128,-2.424,NOT,NOT,N,0.183,6
CC(F)(F)C#C,C5,-1.812,-1.656,NOT,NOT,N,0.269,6
FC(F)(F)C#C,C5,-1.73,-1.656,NOT,NOT,N,0.269,6
CCCC(C)C,C1,-4.928,-3.394,NOT,NOT,N,0.071,6
CC(C)CCN,C5,-1.592,-1.656,NOT,10.20,B,-1.679,6
CCCC(C)N,C5,-1.922,-1.656,NOT,10.43,B,-1.905,6
CC(N)CCN,P2,1.153,0.92,NOT,10.29,B,-4.895,6
CC(N)CCO,P2,0.782,0.92,15.93,10.06,B,-4.666,6
CC(N)CCF,Nda,-0.206,-0.595,NOT,10.35,B,-3.826,6
CCCC(C)O,C5,-1.62,-1.656,17.80,-1.57,B,0.269,6
CC(O)CCN,P2,0.796,0.92,15.62,9.83,B,-4.438,6
CC(O)CCF,Nda,-0.302,-0.595,15.58,-2.55,A,-0.895,6
CC(F)CCN,Nda,-0.027,-0.595,NOT,10.12,B,-3.597,6
CC(F)CCO,Nda,-0.398,-0.595,15.88,-2.41,A,-0.895,6
CC(F)CCF,C5,-1.469,-1.656,NOT,NOT,N,0.269,6
NCCC(F)F,P1,0.48,0.54,NOT,10.04,B,-4.203,6
OCCC(F)F,P1,0.247,0.54,15.79,-2.46,A,-1.574,6
FCCC(F)F,Na,-0.878,-0.595,NOT,NOT,N,-1.005,6
CNCC(C)C,Nd,-1.126,-0.595,NOT,10.69,B,-4.243,6
CNCC(C)F,Nda,0.096,-0.595,NOT,8.96,B,-2.439,6
CNCC(F)F,P1,0.59,0.54,NOT,7.11,B,-1.570,6
COCC(C)O,P1,0.618,0.54,14.85,-2.86,A,-1.574,6
COCC(C)F,Na,-0.645,-0.595,NOT,-4.12,N,-1.005,6
CCNC(C)C,C5,-1.4,-1.656,NOT,10.65,B,-2.120,6
CN(C)CCN,P2,1.208,0.92,NOT,9.48,B,-4.089,6
CN(C)CCO,P1,0.631,0.54,15.59,9.03,B,-3.196,6
CC(C)CC=C,C1,-4.228,-3.394,NOT,NOT,N,0.071,6
CC(C)CC=O,C5,-1.771,-1.656,18.30,-6.95,N,0.269,6
CC(C)CC#N,C5,-1.469,-1.656,NOT,NOT,N,0.269,6
CC(N)CC=C,Nd,-1.126,-0.595,NOT,10.40,B,-3.955,6
CC(O)CC=C,C5,-1.482,-1.656,17.78,-1.58,B,0.269,6
CC(O)CC=O,P1,0.453,0.54,15.48,-2.58,A,-1.574,6
CC(O)CC#N,P1,0.604,0.54,14.97,-2.81,A,-1.574,6
CC(F)CC=C,C3,-2.718,-2.93,NOT,NOT,N,0.023,6
CC(F)CC=O,Na,-0.412,-0.595,16.49,-7.01,N,-1.005,6
CC(F)CC#N,Na,-1.029,-0.595,NOT,NOT,N,-1.005,6
FC(F)CC=C,C5,-1.922,-1.656,NOT,NOT,N,0.269,6
FC(F)CC=O,Na,-0.041,-0.595,15.05,-7.07,A,-1.005,6
CC(C)NC=N,P1,0.371,0.54,NOT,11.84,B,-5.963,6
CC(C)NC=O,P1,0.165,0.54,16.59,-1.08,B,-1.574,6
CC(C)NN=C,Nd,-0.178,-0.595,NOT,5.33,B,-0.974,6
CC(C)OC=C,C4,-2.224,-2.424,NOT,-4.72,N,0.183,6
CC(C)OC=O,Na,-1.153,-0.595,NOT,-6.82,N,-1.005,6
CC(C)ON=C,C5,-1.524,-1.656,NOT,4.87,B,0.273,6
CN(C)CC=C,Nd,-0.7,-0.595,NOT,9.05,B,-2.609,6
CN(C)CC=O,P1,0.467,0.54,17.68,7.29,B,-1.586,6
CN(C)CC#N,P1,0.275,0.54,NOT,5.38,B,-1.574,6
CN(C)NC=N,P4,2.182,2.223,NOT,10.37,B,-6.288,6
CN(C)NC=O,P3,1.702,2.106,13.14,1.96,B,-2.865,6
CC(C)CC#C,C3,-3.088,-2.93,NOT,NOT,N,0.023,6
CC(N)CC#C,Nd,-0.686,-0.595,NOT,10.10,B,-3.657,6
CC(O)CC#C,Nda,-0.782,-0.595,17.19,-1.84,B,-0.895,6
CC(F)CC#C,C4,-2.21,-2.424,NOT,NOT,N,0.183,6
FC(F)CC#C,C5,-1.537,-1.656,14.61,NOT,A,0.269,6
CN(C)CC#C,Nd,-0.124,-0.595,NOT,8.52,B,-2.080,6
CCCC(C)=C,C1,-4.694,-3.394,NOT,NOT,N,0.071,6
CC(=C)CCN,Nd,-0.796,-0.595,NOT,10.17,B,-3.727,6
CC(=C)CCO,Nda,-0.988,-0.595,17.11,-1.87,B,-0.895,6
CCCC(C)=O,Na,-1.18,-0.595,19.65,-7.27,N,-1.005,6
CC(=O)CCO,P2,1.153,0.92,15.82,-2.44,A,-2.012,6
CC(=O)CCF,P1,0.288,0.54,19.06,-7.33,N,-1.574,6
CCCC(N)=N,Nd,-0.137,-0.595,NOT,12.89,B,-6.354,6
NCCC(N)=N,P4,2.402,2.223,NOT,12.58,B,-7.915,6
NC(=N)CCF,P2,1.249,0.92,NOT,12.19,B,-6.722,6
CCCC(N)=O,P1,0.178,0.54,16.96,-1.51,B,-1.574,6
NCCC(N)=O,P4,3.322,2.223,16.75,9.12,B,-5.078,6
NC(=O)CCF,P2,1.331,0.92,15.46,-2.73,A,-2.012,6
CCCC(O)=O,Nda,-1.084,-0.595,4.91,NOT,A,-3.369,6
NCCC(O)=O,P4,4.475,2.223,4.08,10.31,Z,NOT,6
OCCC(O)=O,P2,1.304,0.92,4.20,-2.48,A,-5.207,6
OC(=O)CCF,P1,0.233,0.54,4.03,NOT,A,-4.934,6
CCCC(F)=C,C1,-3.445,-3.394,NOT,NOT,N,0.071,6
NCCC(F)=C,Nda,-0.014,-0.595,NOT,10.09,B,-3.567,6
OCCC(F)=C,Nda,-0.206,-0.595,15.84,-2.43,A,-0.895,6
CNCC(C)=C,Nd,0.027,-0.595,NOT,9.88,B,-3.438,6
CNCC(C)=O,P2,0.892,0.92,17.32,8.58,B,-3.190,6
CNCC(O)=O,P4,4.214,2.223,2.06,10.35,Z,NOT,6
CNCC(F)=C,Nda,-0.11,-0.595,NOT,7.94,B,-1.422,6
COCC(C)=O,P1,0.371,0.54,18.34,-4.15,N,-1.574,6
COCC(N)=N,P2,1.373,0.92,NOT,11.44,B,-6.021,6
COCC(N)=O,P2,1.441,0.92,15.81,-4.16,A,-2.012,6
COCC(O)=O,P1,0.645,0.54,3.83,-4.17,A,-5.132,6
CCNC(C)=N,Nd,-0.192,-0.595,NOT,12.89,B,-6.354,6
CCNC(C)=O,P1,0.535,0.54,16.46,-1.55,B,-1.574,6
CCNC(N)=N,P2,1.043,0.92,NOT,12.76,B,-7.210,6
CCNC(N)=O,P2,1.318,0.92,15.75,-2.01,A,-2.012,6
CNNC(C)=O,P3,1.633,2.106,13.14,4.10,B,-2.865,6
CNNC(N)=O,P4,2.402,2.223,12.84,3.92,B,-3.365,6
CONC(C)=O,P2,0.975,0.92,9.00,-4.60,A,-2.012,6
CONC(N)=N,P3,1.963,2.106,19.62,10.58,B,-6.014,6
CONC(N)=O,P3,1.853,2.106,11.91,-4.64,A,-2.865,6
CCOC(C)=C,C3,-2.732,-2.93,NOT,-4.74,N,0.023,6
CCOC(N)=O,P1,0.192,0.54,15.47,NOT,A,-1.574,6
CC(=C)CC=C,C1,-3.912,-3.394,NOT,NOT,N,0.071,6
CC(=C)CC=O,Na,-1.29,-0.595,18.38,-7.04,N,-1.005,6
CC(=C)CC#N,N0,-1.222,-1.009,NOT,NOT,N,-0.191,6
CC(=O)CC=C,Na,-0.906,-0.595,16.52,-7.36,N,-1.005,6
CC(=O)CC=O,Na,-0.014,-0.595,7.67,-6.94,A,-0.992,6
CC(=O)CC#N,Na,0.11,-0.595,13.16,-7.56,A,-1.005,6
NC(=N)CC=C,P1,0.357,0.54,NOT,12.49,B,-6.569,6
NC(=N)CC=O,P3,1.867,2.106,16.32,11.57,B,-6.922,6
NC(=N)CC#N,P2,1.373,0.92,17.61,10.09,B,-4.696,6
NC(=O)CC=C,P1,0.673,0.54,16.75,-2.21,N,-1.574,6
NC(=O)CC#N,P3,1.688,2.106,9.22,-6.07,A,-2.865,6
OC(=O)CC=C,Nda,-0.796,-0.595,4.70,NOT,A,-3.579,6
FC(=C)CC=C,C3,-2.951,-2.93,NOT,NOT,N,0.023,6
FC(=C)CC=O,Na,-0.439,-0.595,16.69,-7.10,N,-1.005,6
FC(=C)CC#N,C5,-1.592,-1.656,NOT,NOT,N,0.269,6
CC(=C)NC=N,Nd,-0.357,-0.595,NOT,11.48,B,-5.021,6
CC(=C)NC=O,Nda,-0.178,-0.595,14.30,-4.96,A,-0.895,6
CC(=N)NC=C,Nd,-0.055,-0.595,NOT,12.53,B,-6.024,6
CC(=N)NC=N,P2,1.359,0.92,NOT,10.38,B,-4.984,6
CC(=N)NC=O,P3,1.977,2.106,11.83,4.99,B,-2.865,6
CC(=O)NC=C,P1,0.343,0.54,14.30,-5.28,A,-1.574,6
CC(=O)NC=N,P3,2.073,2.106,11.83,3.96,B,-2.865,6
CC(=O)NC=O,P2,1.51,0.92,12.02,-6.54,A,-2.012,6
NC(=N)NC=C,P2,1.263,0.92,NOT,12.53,B,-7.020,6
NC(=N)NC=N,P4,2.443,2.223,NOT,11.37,B,-7.170,6
NC(=N)NC=O,P4,2.773,2.223,11.66,9.28,B,-5.236,6
NC(=O)NC=C,P3,1.551,2.106,14.21,-6.17,A,-2.865,6
NC(=O)NC=N,P4,2.457,2.223,11.76,5.60,B,-3.365,6
NC(=O)NC=O,P4,2.539,2.223,11.97,-7.20,A,-3.365,6
CC(=N)NN=C,P1,0.343,0.54,19.50,7.44,B,-1.645,6
CC(=O)NN=C,P1,0.151,0.54,12.04,2.97,B,-1.574,6
NC(=N)NN=C,P2,1.29,0.92,18.16,9.97,B,-4.577,6
NC(=O)NN=C,P1,0.631,0.54,12.02,2.56,A,-1.574,6
CC(=C)OC=C,C3,-2.8,-2.93,NOT,-5.14,N,0.023,6
CC(=C)OC=O,Na,-1.249,-0.595,NOT,-6.95,N,-1.005,6
CC(=O)OC=C,Na,-1.139,-0.595,NOT,-7.12,N,-1.005,6
NC(=N)OC=O,P3,1.579,2.106,19.90,8.01,B,-3.474,6
CC(=O)ON=C,Na,-0.233,-0.595,NOT,2.43,B,-1.005,6
NC(=N)ON=C,P2,1.235,0.92,NOT,7.08,B,-2.011,6
NC(=O)ON=C,P2,0.7,0.92,13.71,2.01,B,-2.012,6
CC(=C)CC#C,C4,-2.375,-2.424,NOT,NOT,N,0.183,6
CC(=O)CC#C,Na,-0.371,-0.595,16.15,-7.53,N,-1.005,6
NC(=N)CC#C,P1,0.549,0.54,NOT,11.24,B,-5.385,6
NC(=O)CC#C,P2,1.016,0.92,15.94,-4.89,A,-2.012,6
OC(=O)CC#C,Nda,-0.055,-0.595,3.91,NOT,A,-4.368,6
FC(=C)CC#C,C5,-1.935,-1.656,NOT,NOT,N,0.269,6
CC=CC(C)C,C1,-4.406,-3.394,NOT,NOT,N,0.071,6
CC(C)C=CF,C3,-3.047,-2.93,NOT,NOT,N,0.023,6
CC=CC(C)N,Nd,-1.222,-0.595,NOT,9.87,B,-3.428,6
CC(N)C=CF,Nda,-0.055,-0.595,NOT,9.80,B,-3.278,6
CC=CC(C)O,C5,-1.647,-1.656,17.07,-1.89,B,0.269,6
CC(O)C=CF,Nda,-0.48,-0.595,15.18,-2.72,A,-0.895,6
CC=CC(C)F,C3,-2.992,-2.93,NOT,NOT,N,0.023,6
CC(C)C=NN,Nd,-1.304,-0.595,NOT,5.21,B,-0.974,6
CC(C)C=NO,C5,-1.455,-1.656,11.19,3.40,A,0.269,6
CC(O)C=NN,P1,0.7,0.54,14.65,4.20,B,-1.574,6
CC(F)C=NN,Nda,-0.357,-0.595,19.98,3.49,B,-0.895,6
CC(F)C=NO,Nda,-0.426,-0.595,6.94,1.26,A,-1.344,6
NN=CC(F)F,Nd,-0.261,-0.595,17.01,1.10,B,-0.974,6
ON=CC(F)F,Nda,-0.151,-0.595,2.74,-1.08,A,-5.525,6
CN=CN(C)N,P2,0.961,0.92,NOT,9.70,B,-4.308,6
CN(N)C=NN,P2,1.455,0.92,18.34,7.42,B,-2.079,6
CN(N)C=NO,P3,1.62,2.106,11.91,6.11,B,-2.865,6
CN(O)C=NN,P2,1.359,0.92,15.22,5.98,B,-2.012,6
CN(O)C=NO,P2,1.359,0.92,10.98,2.24,A,-2.012,6
CC=NN(C)C,P1,-0.124,0.54,NOT,5.15,B,-1.574,6
CC=CC(C)=C,C1,-4.392,-3.394,NOT,NOT,N,0.071,6
CC=CC(C)=O,C5,-2.032,-1.656,19.86,-4.45,N,0.269,6
CC(=O)C=CN,P2,0.851,0.92,19.80,-3.39,N,-2.012,6
CC(=O)C=CF,Na,-0.7,-0.595,18.99,-6.20,N,-1.005,6
NC=CC(N)=N,P3,1.99,2.106,19.51,12.22,B,-7.441,6
NC(=N)C=CF,P1,0.165,0.54,NOT,10.70,B,-4.856,6
CC=CC(N)=O,Nda,0.082,-0.595,16.83,-0.02,B,-0.895,6
NC=CC(N)=O,P3,2.004,2.106,16.57,-0.28,B,-2.865,6
CC=CC(O)=O,Nda,-1.304,-0.595,4.71,NOT,A,-3.569,6
NC=CC(O)=O,P1,0.577,0.54,2.48,6.65,A,-6.438,6
CC=CC(F)=C,C1,-3.596,-3.394,NOT,NOT,N,0.071,6
CC(=C)C=NN,C5,-1.386,-1.656,NOT,5.15,B,0.276,6
CC(=C)C=NO,Nda,-1.263,-0.595,11.71,3.56,B,-0.895,6
CC(=O)C=NO,P2,1.002,0.92,8.20,-0.44,A,-2.011,6
NN=CC(N)=O,P3,1.647,2.106,15.54,1.23,B,-2.865,6
NC(=O)C=NO,P3,1.537,2.106,9.80,-0.75,A,-2.865,6
CC#CC(C)C,C2,-3.322,-3.284,NOT,NOT,N,-0.009,6
CC#CC(C)N,Nd,-0.686,-0.595,NOT,9.15,B,-2.709,6
CC#CC(C)O,Nda,-0.535,-0.595,14.51,-3.01,A,-0.895,6
CC#CC(C)F,C4,-2.567,-2.424,NOT,NOT,N,0.183,6
CC#CC(F)F,C4,-2.182,-2.424,17.63,NOT,N,0.183,6
CC#CC(C)=C,C3,-2.8,-2.93,NOT,NOT,N,0.023,6
CC#CC(C)=O,Na,-1.167,-0.595,19.49,-6.02,N,-1.005,6
CC#CC(N)=N,P1,0.549,0.54,NOT,10.53,B,-4.688,6
CC#CC(N)=O,P1,0.302,0.54,14.44,-1.58,A,-1.574,6
CC#CC(O)=O,Nda,-0.782,-0.595,2.44,NOT,A,-5.816,6
CC#CC(F)=C,C3,-2.814,-2.93,NOT,NOT,N,0.023,6
CCC=C(C)C,C1,-4.365,-3.394,NOT,NOT,N,0.071,6
CC(C)=CCN,C5,-1.469,-1.656,NOT,9.65,B,-1.143,6
CC(C)=CCO,Nda,-1.263,-0.595,16.40,-2.19,N,-0.895,6
CCC=C(C)F,C1,-3.583,-3.394,NOT,NOT,N,0.071,6
CC(F)=CCN,Nda,-0.11,-0.595,NOT,9.57,B,-3.048,6
CC(F)=CCO,Nda,-0.618,-0.595,15.50,-2.58,A,-0.895,6
NCC=C(F)F,Nd,-0.096,-0.595,NOT,9.48,B,-3.039,6
COC=C(C)C,C4,-2.512,-2.424,NOT,-4.71,N,0.183,6
COC=C(C)F,C5,-1.839,-1.656,NOT,-4.81,N,0.269,6
COC=C(F)F,C5,-1.784,-1.656,NOT,-4.92,N,0.269,6
CNN=C(C)C,Nd,-0.151,-0.595,NOT,5.07,B,-0.974,6
CON=C(C)C,C5,-1.4,-1.656,NOT,4.14,B,0.270,6
CC(C)=CC=C,C1,-3.83,-3.394,NOT,NOT,N,0.071,6
CC(C)=CC=O,N0,-1.331,-1.009,NOT,-3.91,N,-0.191,6
CC(C)=CC#N,C5,-1.688,-1.656,NOT,NOT,N,0.269,6
CC(N)=CC=O,P1,0.371,0.54,NOT,-3.14,N,-1.574,6
CC(N)=CC#N,Nd,0.069,-0.595,NOT,3.30,B,-0.974,6
CC(F)=CC=C,C3,-2.841,-2.93,NOT,NOT,N,0.023,6
CC(F)=CC#N,C5,-1.469,-1.656,NOT,NOT,N,0.269,6
NC(N)=CC=O,P3,1.661,2.106,NOT,-1.53,B,-2.865,6
NC(N)=CC#N,P1,0.673,0.54,NOT,2.63,B,-1.574,6
FC(F)=CC=C,C3,-2.814,-2.93,NOT,NOT,N,0.023,6
FC(F)=CC#N,C4,-2.279,-2.424,NOT,NOT,N,0.183,6
CC(C)=NN=C,C5,-1.414,-1.656,NOT,-0.51,B,0.269,6
CC(C)=CC#C,C4,-2.663,-2.424,NOT,NOT,N,0.183,6
CC(F)=CC#C,C4,-2.279,-2.424,NOT,NOT,N,0.183,6
FC(F)=CC#C,C4,-2.279,-2.424,NOT,NOT,N,0.183,6
CC(C)C(C)C,C1,-3.898,-3.394,NOT,NOT,N,0.071,6
CC(C)C(C)N,Nd,-1.139,-0.595,NOT,10.47,B,-4.025,6
CC(C)C(C)O,Nda,-1.222,-0.595,18.18,-1.41,B,-0.895,6
CC(C)C(C)F,C3,-2.896,-2.93,NOT,NOT,N,0.023,6
CC(C)C(F)F,C4,-2.265,-2.424,NOT,NOT,N,0.183,6
CC(N)C(C)N,P2,1.208,0.92,NOT,9.95,B,-4.557,6
CC(N)C(C)O,P2,0.824,0.92,14.94,9.84,B,-4.448,6
CC(N)C(C)F,Nda,-0.151,-0.595,NOT,9.17,B,-2.649,6
CC(N)C(F)F,Nd,-0.302,-0.595,NOT,7.77,B,-1.333,6
CC(O)C(C)O,P2,0.81,0.92,14.22,-3.01,A,-2.012,6
CC(O)C(C)F,Nda,-0.522,-0.595,14.21,-3.15,A,-0.895,6
CC(O)C(F)F,Nda,-0.247,-0.595,13.02,-3.67,A,-0.895,6
CC(F)C(C)F,C5,-1.949,-1.656,NOT,NOT,N,0.269,6
CC(F)C(F)F,C5,-1.345,-1.656,NOT,NOT,N,0.269,6
CC(C)N(C)C,Nd,-1.002,-0.595,NOT,9.98,B,-3.537,6
CC(C)C(C)=C,C1,-4.379,-3.394,NOT,NOT,N,0.071,6
CC(C)C(C)=O,Na,-1.057,-0.595,19.55,-7.33,N,-1.005,6
CC(C)C(N)=N,Nd,0.027,-0.595,NOT,12.92,B,-6.381,6
CC(C)C(N)=O,P1,0.563,0.54,16.91,-1.57,B,-1.574,6
CC(C)C(O)=O,Nda,-1.084,-0.595,4.87,NOT,A,-3.409,6
CC(C)C(F)=C,C2,-3.198,-3.284,NOT,NOT,N,-0.009,6
CC(N)C(C)=C,Nd,-1.029,-0.595,NOT,9.90,B,-3.458,6
CC(N)C(N)=N,P5,2.155,2.122,NOT,11.49,B,-7.958,6
CC(N)C(N)=O,P4,2.567,2.223,16.47,8.40,B,-4.363,6
CC(N)C(O)=O,P4,4.187,2.223,2.47,9.48,Z,NOT,6
CC(N)C(F)=C,Nda,-0.494,-0.595,NOT,8.40,B,-1.880,6
CC(O)C(C)=C,N0,-1.318,-1.009,17.45,-1.73,B,-0.191,6
CC(O)C(C)=O,P2,0.906,0.92,13.72,-3.36,A,-2.012,6
CC(O)C(N)=N,P3,2.114,2.106,14.17,11.51,B,-6.870,6
CC(O)C(N)=O,P3,1.826,2.106,13.49,-3.46,A,-2.865,6
CC(O)C(F)=C,Nda,-0.851,-0.595,13.85,-3.30,A,-0.895,6
CC(F)C(C)=C,C3,-2.896,-2.93,NOT,NOT,N,0.023,6
CC(F)C(C)=O,Na,-0.741,-0.595,17.31,-7.98,N,-1.005,6
CC(F)C(N)=N,P1,0.453,0.54,NOT,8.50,B,-2.667,6
CC(F)C(N)=O,P2,0.906,0.92,14.36,-8.68,A,-2.012,6
CC(F)C(O)=O,P1,0.178,0.54,3.49,NOT,A,-5.468,6
CC(=C)C(F)F,C5,-2.018,-1.656,NOT,NOT,N,0.269,6
CC(=O)C(F)F,Na,-0.618,-0.595,14.01,-8.66,A,-1.005,6
NC(=N)C(F)F,P1,0.206,0.54,NOT,4.05,B,-1.574,6
NC(=O)C(F)F,P1,0.398,0.54,10.67,NOT,A,-1.574,6
CN(C)C(C)=N,Nd,0.055,-0.595,NOT,13.20,B,-6.631,6
CN(C)C(C)=O,P2,0.824,0.92,NOT,-1.63,B,-2.012,6
CN(C)C(N)=N,P3,1.592,2.106,NOT,12.95,B,-7.866,6
CN(C)C(N)=O,P2,1.496,0.92,16.30,-2.01,N,-2.012,6
CN(N)C(C)=N,P2,1.057,0.92,NOT,11.20,B,-5.789,6
CN(N)C(C)=O,P3,1.661,2.106,NOT,3.71,B,-2.865,6
CN(N)C(N)=N,P3,1.935,2.106,NOT,12.07,B,-7.329,6
CN(N)C(N)=O,P4,2.21,2.223,15.79,3.52,B,-3.365,6
CN(O)C(C)=N,P2,0.906,0.92,14.89,9.72,B,-4.328,6
CN(O)C(C)=O,P2,1.441,0.92,8.55,-5.62,A,-2.012,6
CN(O)C(N)=N,P3,1.716,2.106,14.78,10.45,B,-5.890,6
CN(O)C(N)=O,P3,1.798,2.106,9.94,-5.01,A,-2.865,6
CC(=C)C(C)=C,C1,-3.775,-3.394,NOT,NOT,N,0.071,6
CC(=C)C(C)=O,Na,-0.975,-0.595,19.82,-4.61,N,-1.005,6
CC(=C)C(N)=N,P1,0.275,0.54,NOT,12.62,B,-6.685,6
CC(=C)C(N)=O,P1,0.604,0.54,16.77,-0.08,B,-1.574,6
CC(=C)C(O)=O,Nda,-0.878,-0.595,4.66,NOT,A,-3.619,6
CC(=C)C(F)=C,C2,-3.157,-3.284,NOT,NOT,N,-0.009,6
CC(=O)C(C)=O,Na,-0.096,-0.595,15.98,-8.29,A,-1.005,6
CC(=O)C(N)=N,P2,1.469,0.92,19.45,6.13,B,-2.012,6
CC(=O)C(N)=O,P3,1.551,2.106,13.78,-4.02,A,-2.865,6
CC(=O)C(O)=O,P1,0.522,0.54,2.93,-9.58,A,-6.013,6
